id,title,company,location,lat,lon,office,job_type,salary,time_recorded,url
80b9309315126177,Education Data Scientist,,"Pasadena, CA",34.1476452,-118.1444779,in_person,,,7/13/2023 22:09,https://www.indeed.com/rc/clk?jk=80b9309315126177&fccid=dd616958bd9ddc12&vjs=3
15aaa9050d486064,Data Scientist,MASS MUTUAL FINANCIAL GROUP,"Boston, MA",42.3554334,-71.060511,in_person,,,7/13/2023 22:09,https://www.indeed.com/rc/clk?jk=15aaa9050d486064&fccid=430cffbf1c607717&vjs=3
d1c3510f0f8197c8,Data Scientist,Adaptive Phage Therapeutics,"Gaithersburg, MD 20878",39.11822604,-77.23673071,in_person,,Estimated $96.4K - $122K a year,7/13/2023 22:09,https://www.indeed.com/rc/clk?jk=d1c3510f0f8197c8&fccid=01d1b77e2862836a&vjs=3
285bc8119482285f,Statistical Assistant,Staff Today Inc,"Albany, NY 12237",42.6511674,-73.754968,in_person,,,7/13/2023 22:09,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BpxkzNHT0rUUpJQhin0p-a3-e8JRpVGAswnErQpasv-d7cXzjSpM4Le8R_bpQMdCiAexLcxtd0RdB-zY1BKPcx7q9rswrmOM7s2oovppqbPeSu3HRhCsdHGPztrWe-NQzqAyZK-O1ufgJnfvJ4gx8fk5AjXGqowqT8Wmzr_fMm5BotBpdjpD9mlA8GjIqBEuj0xC4HetBOT6Y8oB8m1Q0sYqlnIGrzXED4Z_f76C4vMkrbsyOvehiNXQ5eyxdQz0f62GObsbRYEQsBhYIYrcUkd9Ty26Puqb8Cf_M7-p6yP_nk6aqH1s7AxdPYvUVNcqIzWW05EskfkL51KKzIiVVq8Dm6nRZAsDJMSDuOJ34i9DJU6yuZhtejOW2Ucr1ihTGz25YYPm-1WUn7-sESr5k-OhBqNOamfRsSGBxi8FhA_5qWNAgnz-37Ws1oIclUMze0JkeGfisw72H4mLEmJOI0O0SKRf3LwAPvMK6veJGhHB4uINeZlYr8C6Dl5EGjRvhaUXSPJ7qmIZ7c__1fmJsPUu7PPrSZkH-On8WtHeyOHwLf77JxIxR0iYb99RevknoZeWz3Af7cUa7stkgr4c3x&xkcb=SoC2-_M3NpRn5lQdkR0HbzkdCdPP&p=12&fvj=0&vjs=3
fc81cdfe57348569,Data Scientist,Argo Data,"Richardson, TX 75081",32.94726174,-96.71403075,in_person,,,7/13/2023 22:09,https://www.indeed.com/company/Argo-Data/jobs/Data-Scientist-fc81cdfe57348569?fccid=6764c8c3b65d2636&vjs=3
e1e18c20a95cccbf,Data Scientist,SSAB,"Axis, AL 36505",30.9299052,-88.0272209,in_person,,Estimated $108K - $136K a year,7/13/2023 22:10,https://www.indeed.com/rc/clk?jk=e1e18c20a95cccbf&fccid=f4eda78c30846a55&vjs=3
75048d2e7efb415d,Data Scientist,eimagine,"Indianapolis, IN 46260 
(Nora-Far Northside area)",39.7683331,-86.1583502,in_person,,Estimated $88.5K - $112K a year,7/13/2023 22:10,https://www.indeed.com/rc/clk?jk=75048d2e7efb415d&fccid=c97147e48ff1407a&vjs=3
dcec0a3fcd7b817a,Data Scientist,Neuberger Berman,"New York, NY",40.7127281,-74.0060152,in_person,,,7/13/2023 22:10,https://www.indeed.com/rc/clk?jk=dcec0a3fcd7b817a&fccid=4983b5e32f963a34&vjs=3
076015b8ee8e159b,Data Scientist,Violet Ink,"San Bruno, CA 94066",37.6261715,-122.433243,in_person,,,7/13/2023 22:10,https://www.indeed.com/company/Violet-Ink/jobs/Data-Scientist-076015b8ee8e159b?fccid=83297c5c158caf38&vjs=3
b66428260cc1024e,Senior Data Scientist,Intuit,"Mountain View, CA 94043",37.40699351,-122.0888004,in_person,,Estimated $118K - $150K a year,7/13/2023 22:11,https://www.indeed.com/rc/clk?jk=b66428260cc1024e&fccid=9784ae78e9834539&vjs=3
f34a5ddfce2ecfc9,Sr. Data Scientist,TARGET,"Minneapolis, MN 55403 
(Downtown West area)",44.96738672,-93.28997496,in_person,,,7/13/2023 22:11,https://www.indeed.com/rc/clk?jk=f34a5ddfce2ecfc9&fccid=15f43d82dc901ff2&vjs=3
969f9a3aba003ec3,Data Scientist,DSH,"Fort George G Meade, MD 20755",39.11409329,-76.74526346,in_person,,,7/13/2023 22:11,https://www.indeed.com/company/DSH/jobs/Data-Scientist-969f9a3aba003ec3?fccid=62893855342bc884&vjs=3
8d41f9dbc59ea5db,Air Quality Data Scientist,Sonoma Technology,"Petaluma, CA 94954",38.26117388,-122.6291576,in_person,,,7/13/2023 22:11,https://www.indeed.com/rc/clk?jk=8d41f9dbc59ea5db&fccid=4b37371ef41652f8&vjs=3
ab2c7a7b0437594e,Data Scientist (French Reading And Writing),Source Mantra,"New York, NY",40.7127281,-74.0060152,in_person,,,7/13/2023 22:11,https://www.indeed.com/company/Source-Mantra/jobs/Data-Scientist-ab2c7a7b0437594e?fccid=b65445b262770b09&vjs=3
6e3e556c5751a023,Python Data Scientist,konnectingtree.Inc,"Minneapolis, MN 55435",44.9772995,-93.2654692,in_person,,,7/13/2023 22:12,https://www.indeed.com/company/Konnectingtree.Inc/jobs/Data-Scientist-6e3e556c5751a023?fccid=374491d16f82796a&vjs=3
a4ffd1bb2bb5ab40,Sr Data Scientist,Public Storage,"Glendale, CA",34.1469416,-118.2478471,in_person,,,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=a4ffd1bb2bb5ab40&fccid=212b3e869c8a74cb&vjs=3
d850e0d1ec3b6faa,"Sr Data Scientist - Digital AI - Hybrid - Seattle, Los Angeles, Denver, Chicago, or Atlanta",Nordstrom Inc,"Chicago, IL",41.8755616,-87.6244212,in_person,,,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=d850e0d1ec3b6faa&fccid=68ce5c21322a81a4&vjs=3
6dad5271166f52f0,Data Scientist,Munich Re America,"New York, NY",40.7127281,-74.0060152,in_person,,,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=6dad5271166f52f0&fccid=d4448c192a012f32&vjs=3
d9debbb3688010f7,Data Scientist,Nu Skin,"Provo, UT 84601 
(Central Business District area)",40.24251067,-111.6904441,in_person,,Estimated $96.4K - $122K a year,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=d9debbb3688010f7&fccid=36a6e2acf62ee4ca&vjs=3
4c026bcabff3a87b,Data Scientist,Montana State University,"Bozeman, MT",45.6794293,-111.044047,in_person,,,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=4c026bcabff3a87b&fccid=2d17a4df6e9b046f&vjs=3
c1646daed40ebbd5,Data Scientist,TBC Corporation,"Palm Beach Gardens, FL 33410",26.84309372,-80.08654149,in_person,,Estimated $65.2K - $82.5K a year,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=c1646daed40ebbd5&fccid=5cae1fa047211443&vjs=3
e9c17ec0edef51fe,Senior Data Scientist,GloComms,Texas,31.2638905,-98.5456116,in_person,,Estimated $130K - $164K a year,7/13/2023 22:12,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ac1dQX5O4bM0SP6UJQV27qUKlsnOLo2dFi0v4Kq4pXXbjTLEo__hQoJuK7RWb7ERgEeeaNRXxozGz_lN-PRpd3fvRXmDrgz_ca_T4BX98_aXyuVjCVxhrToJWQVs5AlWTSQ9KIg9WbGJSrNQv5EWclWg3vRX1NtJTYN8Lv_melJAgZergBup0oAYGOe0nU1xLI1N58chsQRul3H05ZROwo4NSBq4riyu9X8WAgW1AmL6TuD2_bl6oPR604d4R6wx57LEfuIMDxthHe8xN9ciYlIaG_C8mCxyBA47n3KZ5aUdON_Bs6vQhkg7vrfefflWSxaROeWN-b3rZZyyhzdvsnhdzCSfKnibSBBN5q4RKNrp-3yaa4OLDcbmmxKLwdXC33rSRCnZwyFHcTGO2cib-27SAK5Quj_58BdZbsODqaJ3c3s2jfB7d9peklG4MGj9csthuuTTBoK9hmsWO-capR7ZeH95GXwPDe4QTea5GTLYqjJFHDAGmyYtBGD8IteBBN7Ovao4kmgQt2h89U5dNmeA1SM1ge7QxMv-0c7Wh97_lDclMlYGse4p0BNUmSTSiMrn_eaeG4fIRKT09XOd7mv4QZRJwBh7PQb3yhS9a1EQ==&xkcb=SoBe-_M3NpSJD1wlbx0IbzkdCdPP&p=0&fvj=0&vjs=3
c9be271ec1753e51,Data Scientist,Truth Initiative,"Washington, DC 20001 
(Penn Quarter area)",38.91566858,-77.01779897,in_person,,Estimated $104K - $132K a year,7/13/2023 22:12,https://www.indeed.com/rc/clk?jk=c9be271ec1753e51&fccid=3da569ef4f168e3d&vjs=3
7632768fa67d6872,Data Scientist,DLCP,"Washington, DC 20024 
(Southwest Waterfront area)",38.876122,-77.025374,in_person,,,7/13/2023 22:13,https://www.indeed.com/rc/clk?jk=7632768fa67d6872&fccid=832c358f743ad4eb&vjs=3
963051612cc4b92a,Associate Data Scientist,Northwell Health,"Manhasset, NY 11030",40.7956894,-73.6989103,in_person,,,7/13/2023 22:13,https://www.indeed.com/rc/clk?jk=963051612cc4b92a&fccid=6f31e2074a3d8a7b&vjs=3
4dffc172b320a8bd,Scientific - Data Scientist 2,The United Solutions Group Inc. USG1,"Melbourne, FL",28.106471,-80.6371513,in_person,,Estimated $86.3K - $109K a year,7/13/2023 22:13,https://www.indeed.com/rc/clk?jk=4dffc172b320a8bd&fccid=dd616958bd9ddc12&vjs=3
9751cf1e55b63e7f,Principal Data Scientist,lucid technologies,"Raleigh, NC 27601 
(South Central area)",35.775866,-78.63644104,in_person,,,7/13/2023 22:13,https://www.indeed.com/company/Lucid-Technologies/jobs/Principal-Scientist-9751cf1e55b63e7f?fccid=286c6b679dae957b&vjs=3
1d91bc2ba2d7717d,Data Scientist,Advanced Ionics Inc,"Milwaukee, WI 53216 
(Garden Homes area)",43.098369,-87.9407,in_person,,,7/13/2023 22:13,https://www.indeed.com/rc/clk?jk=1d91bc2ba2d7717d&fccid=bf985ff1ace925cf&vjs=3
fe15e079537b2fb2,Data Scientist 2,USG 1,"Melbourne, FL 32901",28.07567936,-80.62252121,in_person,,,7/13/2023 22:14,https://www.indeed.com/company/King-Global-Enterprise-Solutions/jobs/Data-Scientist-fe15e079537b2fb2?fccid=ecddbea19d3b747f&vjs=3
fd5252db9f4cf985,Associate Data Scientist,WALGREENS,"Deerfield, IL 60015",42.1711365,-87.8445119,in_person,,,7/13/2023 22:14,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AkkitoYsT710tvHNh-j77zAVLD25tV7Cs0YozZUvlkdEUQJljV4yh6BdkAGsfgRzSmdQuMr3KImr97H96ku8QLhsgRrT8EqnH3qwYVnQpa4kRRsf1ilP6qIOsvCIhgFXm0QN7F-eatqEZy-6BNIxdRAj7vkYpi8UCePJxDUKo5vbh1CUR_yu9bbo-Jw-Ms11bY8GCLIIkzNSTf5Ami3-4Zoa5soa70chr6V4EaQHyELl7ZvfdlR6gN7dvosVN5QjxZQPinp8-5qbZxgLvwlcScqhdD7OeOoe8Rd06DgviwepGIgD0ReZvgzyWh3XZuJjsAvMmXb6Voa3a2TrHitPes5YKUnwbPEeKHwO9_Jf9267vKwUV_Sue44QCx6--OXuaDM9DNldeF6vadePv3e65SFrE2bz0cn-rIIhTma8jxD9cdRy94s7XPvODAYl05f-nzp_Jl5mQgKmJbNdlB16Vn&xkcb=SoBf-_M3NpSf7TAK4j0LbzkdCdPP&p=0&fvj=0&vjs=3
ff8c3db38b778cc8,Data Scientist,Citizens,"Johnston, RI 02919",41.8310404,-71.5412101,in_person,,,7/13/2023 22:14,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DbY87xTe1ZMhhjQ9k8R965brWLRw8vo5R_taDvbDEPJneDMGAgXVmb9I_qojFW15qnzrqb5DCcwG7arSGRLsCwIzipPLla_J_mLTwGSaTsqpOA2X5wuRNcrfNkxQ8ddLYOnc5xSxWQwatZfaFv_vdwMjK6fzQFZvQyoBTF8tGxotDXwEB3NwmCS5ZPiORrzy1q0HjGUSMnNSRsiEH8YkJoOVYH9Gq7XRzVCWaKSTpNiGCWExcQ8HHOA65fDjLBsZXRUwHsppKN5PaAbPcgNmM5EhXcZ3DijHdv0PoIDSnqjgO6lkY8kx1aKxFgtxCkD86oo9x6lcHTy4Qu1FG_DpWO5JSWYZdoHaBvG7tCog7fbeWx6eJay5iyfXG0jx-PTGAa8c6pW3k0grs0jQhm0bvrAG_0JVArRwjG-VWBi3_4Dgz-G0IAF-H9zwjR__Hcud-t31D6j4JouZNJQ6nnB72V&xkcb=SoDr-_M3NpSf7TAK4j0KbzkdCdPP&p=1&fvj=0&vjs=3
fcde24b2f5435c63,DATA SCIENTIST,Durham County,"Durham, NC 27701",35.99725639,-78.89611396,in_person,,,7/13/2023 22:14,https://www.indeed.com/rc/clk?jk=fcde24b2f5435c63&fccid=a8c3e2c2241a0216&vjs=3
a25d9dfa0551e89c,Data Scientist - NLP,Analytica,"Bethesda, MD 20814 
(Bethesda Center area)",38.984605,-77.095662,in_person,,Estimated $117K - $148K a year,7/13/2023 22:14,https://www.indeed.com/rc/clk?jk=a25d9dfa0551e89c&fccid=148f97e0073dfbbd&vjs=3
36429b577f721cc4,Senior Product Data Scientist,PayPal,"San Jose, CA",37.3361663,-121.890591,in_person,,,7/13/2023 22:14,https://www.indeed.com/rc/clk?jk=36429b577f721cc4&fccid=978d9fd9799d55a8&vjs=3
6b1486f4b8b3b722,Data Scientist,TMPC,"Tampa, FL 33621 
(MacDill AFB area)",27.89835562,-82.480023,in_person,,Estimated $98.1K - $124K a year,7/13/2023 22:14,https://www.indeed.com/rc/clk?jk=6b1486f4b8b3b722&fccid=74be9e47f198ed60&vjs=3
a6a5fef4f8e9667e,WIC Data Scientist,Health & Human Services Comm,"Austin, TX 78728",30.2711286,-97.7436995,in_person,,,7/13/2023 22:14,https://www.indeed.com/rc/clk?jk=a6a5fef4f8e9667e&fccid=113517153f849886&vjs=3
e8a95dc203ad9fdb,Data Scientist,Quiet Professionals LLC,"Tampa, FL 33607 
(Tampa International Airport area)",27.96118098,-82.50603657,in_person,,Estimated $109K - $138K a year,7/13/2023 22:15,https://www.indeed.com/rc/clk?jk=e8a95dc203ad9fdb&fccid=1bda6660a754aee3&vjs=3
fe0bb8293984f04b,Associate Data Scientist,Tencent,"Palo Alto, CA 94306 
(Ventura area)",37.415729,-122.130764,in_person,,,7/13/2023 22:15,https://www.indeed.com/rc/clk?jk=fe0bb8293984f04b&fccid=e89c1962acedb6a5&vjs=3
ad21983db2fb9b5e,Data Scientist,Johns Hopkins University,"Baltimore, MD 21287 
(Orangeville area)",39.29621452,-76.59282972,in_person,,,7/13/2023 22:15,https://www.indeed.com/rc/clk?jk=ad21983db2fb9b5e&fccid=f34acbd24dd4fcb0&vjs=3
5ac924d738549f99,Data Annotation Specialist,Tesla,"Draper, UT 84020",40.5247777,-111.8627989,in_person,,Estimated $53.2K - $67.3K a year,7/13/2023 22:15,https://www.indeed.com/rc/clk?jk=5ac924d738549f99&fccid=86e9be6ce380173e&vjs=3
4ea08fd03536b97b,"Data Scientist, Global Mile",Amazon.com Services LLC,"Bellevue, WA",47.6144219,-122.192337,in_person,,,7/13/2023 22:15,https://www.indeed.com/rc/clk?jk=4ea08fd03536b97b&fccid=fe2d21eef233e94a&vjs=3
241d2c96e990bca3,"Data Scientist - SIML, ISE",Apple,"Cupertino, CA",37.3228934,-122.0322895,in_person,,,7/13/2023 22:16,https://www.indeed.com/rc/clk?jk=241d2c96e990bca3&fccid=c1099851e9794854&vjs=3
c9b5850a1c00a483,"Data Scientist, Marketing Analytics",PayPal,"New York, NY",40.7127281,-74.0060152,in_person,,,7/13/2023 22:16,https://www.indeed.com/rc/clk?jk=c9b5850a1c00a483&fccid=978d9fd9799d55a8&vjs=3
4db4251626ad1fcb,Data Scientist (Hybrid),State of Connecticut - Department of Revenue...,"Hartford, CT",41.764582,-72.6908547,in_person,,,7/13/2023 22:16,https://www.indeed.com/rc/clk?jk=4db4251626ad1fcb&fccid=45b4dbfb45c74c13&vjs=3
51866e245e1936ca,Data Scientist,"Servpro Industries, LLC","Gallatin, TN 37066",36.3883031,-86.4475898,in_person,,Estimated $105K - $134K a year,7/13/2023 22:16,https://www.indeed.com/rc/clk?jk=51866e245e1936ca&fccid=94e2cb5c21846300&vjs=3
357466464a6f28b3,Associate Data Scientist (Dec 2022 - May 2023 Graduates),T. Rowe Price,"New York, NY",40.7127281,-74.0060152,in_person,,,7/13/2023 22:16,https://www.indeed.com/rc/clk?jk=357466464a6f28b3&fccid=65c89b6d6455eedf&vjs=3
611f2e20df68f4b8,Senior Healthcare Data Analyst Hiring Event,Harris Health System - Ambulatory Care Services,"Pasadena, TX 77506",29.70382198,-95.20327662,in_person,,,7/13/2023 22:17,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Btxs39KmTzjw_u_hUXcyTcLpNeUj18C2Nw5A7DCW0FWAr6Qe1cmmCbNYQ7u12hlyRVHLaSLBwCNeCGfrvhiMg7qtuetIbIsOnxsMhcv-2N4JSnwC45KVKXWkAb0WxrvwF8wDGU7mpXeSwXHjrLAik6B49fHu8QyHlhG3WjG9DPKW1ow2fS0FFZwf_Nep8cMYJnybq-i6yIGS69ZWbuJ0orFemzgVqFHCN1_Xdzb-uLfJgzNWSL0Q32yNkLlCPXpKOUS9ASFV9X8t5-S78ssFWzyI309Iqh40DYcN21DQP787EXMAMTL9asFn74V91NqxSjH1Q7c1eppizcVztYOmfK4BG8xSGyE7ZCn7R3l9aTMbdbTnOr9hzZ2JgwtixIDA5pqTviWIJmxRxLSHmXh-EjfhmfpIEDviE4FqejCvFqAcjx8lye9_F4n0dQjPQvyGa0BRIZL03NLPuATnkXgUWMA4rBao81NHam8TcJtfwhva5j0nGiHQGyJbWxkNz4WQUzAdJAClF6hcs3Fgc6Bw2Z0SzqWzsBwIBqOtP5_uJfg3Hf4crsOxpLYDce0oSbO-AyVGbChiPsp8JeSiPpe16pFpolVcYfPsx0GrCQNPiEQkNHkmzrQNdlReYzVmredKto1YbViDtYZbrRXtue8qukAVzpCQRoHLgTHD8q_ivVXYSFl2691ysdndL6Qiqkd7rAJnqd3D66Eqp4gNdEePbBQgKloVHSxZEeVuGr5-Tu2gfiFSNETB5XaXOq3fVWa2NeqY4dC8HXHzas2OR5qQo5xm4qv4ac3q4=&xkcb=SoC7-_M3NpSr-jwfVZ0IbzkdCdPP&p=3&fvj=0&vjs=3
b7444c8703bdc1c5,Data Scientist,Intone Networks,"Redmond, WA",47.6694141,-122.1238767,in_person,,Estimated $113K - $143K a year,7/13/2023 22:17,https://www.indeed.com/rc/clk?jk=b7444c8703bdc1c5&fccid=3ed0572c448b2368&vjs=3
73cc5b5066676bdb,Senior Data Scientist,"Iodine Software, LLC","Austin, TX 78759 
(Arboretum area)",30.38488335,-97.73762944,in_person,,Estimated $129K - $163K a year,7/13/2023 22:17,https://www.indeed.com/rc/clk?jk=73cc5b5066676bdb&fccid=060474ef1576996b&vjs=3
8a453531080a542c,Data Scientist II,Horizon Blue Cross Blue Shield of New Jersey,"Newark, NJ 07105 
(Ironbound area)",40.727366,-74.142672,in_person,,,7/13/2023 22:17,https://www.indeed.com/rc/clk?jk=8a453531080a542c&fccid=334e8c9e669a5738&vjs=3
2c2dbf6177cf9719,Lead Data Scientist,Citizens,"Johnston, RI 02919",41.8310404,-71.5412101,in_person,,Estimated $121K - $153K a year,7/13/2023 22:17,https://www.indeed.com/rc/clk?jk=2c2dbf6177cf9719&fccid=e4c6a8c0c5c093b0&vjs=3
